"encrpyted_course_id","encrpyted_etest_info_id","FINAL_SCORE","REG_DATE","scaled_score","prev_test","prev_2_test","prev_3_test","prev_4_test","prev_5_test","prev_6_test","prev_7_test","prev_8_test"
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603160001,1,1,1,1,1,1,1,0.5,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150134,1,1,1,1,1,1,1,1,0.5
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603150351,1,1,1,1,1,1,1,1,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151313,1,1,1,1,1,1,1,1,1
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603150158,1,1,1,1,1,1,0.5,0.5,0
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150139,1,1,1,1,1,1,1,0.5,0.5
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603151301,1,1,1,1,1,1,0.5,0.75,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610152242,1,1,1,1,1,1,1,0.5,0.75
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610153851,1,1,1,1,1,1,1,0.75,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150037,1,1,1,1,1,1,1,1,0
"fad033ce9ddbe1aac95068c3e5debed3","7a29e996fc3fa015359e894ac2a1b4ed",0,NULL,0,1,1,1,1,1,1,1,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610153108,1,1,1,1,1,1,1,1,0
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603153459,1,1,1,1,1,1,1,0.75,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150046,1,1,1,1,1,1,1,1,0.75
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151003,1,1,1,1,1,1,1,1,1
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603151107,1,1,1,1,1,1,1,0.75,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151517,1,1,1,1,1,1,1,1,0.75
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603151233,1,1,1,1,1,1,1,0.75,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150910,1,1,1,1,1,1,1,1,0.75
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603152320,1,1,1,1,1,1,1,1,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150316,1,1,1,1,1,1,1,1,1
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603150240,1,1,1,1,1,1,1,0.75,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150656,1,1,1,1,1,1,1,1,0.75
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603151457,1,1,1,1,1,1,1,0.75,0
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150738,1,1,1,1,1,1,1,1,0.75
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603150642,1,1,1,1,1,1,1,0.75,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151129,1,1,1,1,1,1,1,1,0.75
"fad033ce9ddbe1aac95068c3e5debed3","032d64c99d645a154fd01b597b6c818c",10,20200603151910,1,1,1,1,1,1,1,0.75,1
"fad033ce9ddbe1aac95068c3e5debed3","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610153247,1,1,1,1,1,1,1,1,0.75
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150033,1,1,1,1,1,1,1,1,0.5
"e8f227e831551a28f592b939cc82de6d","3ef358ee0789943c9ca2a6c15d6b0084",0,NULL,0,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603150807,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151900,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","3ef358ee0789943c9ca2a6c15d6b0084",0,NULL,0,1,1,1,1,1,1,1,0.375
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603150317,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151905,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603150725,1,1,1,1,1,0,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151410,1,1,1,1,1,1,0,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150407,1,1,1,1,1,1,1,0.375,1
"e8f227e831551a28f592b939cc82de6d","7a29e996fc3fa015359e894ac2a1b4ed",0,NULL,0,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150417,1,1,1,1,1,1,1,0.5,1
"e8f227e831551a28f592b939cc82de6d","af0376b179a72ce5efd22ca5c72decbf",0,NULL,0,1,1,1,1,1,1,1,0.5
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603151744,1,1,1,1,1,1,1,0.5,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610154338,1,1,1,1,1,1,1,1,0.5
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610152125,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603151019,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610152631,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610154429,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150422,1,1,1,1,1,1,1,1,0.5
"e8f227e831551a28f592b939cc82de6d","3ef358ee0789943c9ca2a6c15d6b0084",10,NULL,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603152157,1,1,1,1,1,1,1,0.75,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151600,1,1,1,1,1,1,1,1,0.75
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151331,1,1,1,1,1,1,1,0.75,1
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603151018,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610153001,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610153833,1,1,1,1,1,1,1,0.5,1
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603150729,1,1,1,1,1,1,1,0.75,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610151824,1,1,1,1,1,1,1,1,0.75
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603150201,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150204,1,1,1,1,1,1,1,1,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610153057,1,1,1,1,1,1,1,0.75,1
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603152711,1,1,1,1,1,1,1,0.375,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610153450,1,1,1,1,1,1,1,1,0.375
"e8f227e831551a28f592b939cc82de6d","032d64c99d645a154fd01b597b6c818c",10,20200603150512,1,1,1,1,1,1,1,0.5,1
"e8f227e831551a28f592b939cc82de6d","a4127944dda1fb9a9d5d8883cd3f5b29",10,20200610150742,1,1,1,1,1,1,1,1,0.5
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602121336,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121402,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602121153,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121303,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602121458,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121059,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609120507,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","6b8616e0cb361a5ccecbb6d0614bef07",0,NULL,0,0,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602121734,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609120445,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609122151,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602121455,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609120659,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121706,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609122712,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","6b8616e0cb361a5ccecbb6d0614bef07",0,NULL,0,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602133129,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609120942,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121444,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602141712,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121559,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602131458,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121808,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609122210,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121046,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602134524,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121913,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602121308,1,1,1,1,1,1,1,0,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609122721,1,1,1,1,1,1,1,1,0
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602122240,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121145,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602121219,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121033,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602120830,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609123115,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602121059,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609120918,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","939d19c09ea3ac0cd32245a984811fc4",10,20200602122921,1,1,1,1,1,1,1,1,1
"702fc189e2340aa6227583c9fbc21c2e","467b2a78a6b3b5bd0b94089202a57c5b",10,20200609121840,1,1,1,1,1,1,1,1,1
"938e0e501773765c2e8e0b1b075748cc","cbc5518c6793f1c2233bfb724508b625",0,20200929153723,0,1,0.42857142857142855,1,1,1,0.2857142857142857,1,1
"938e0e501773765c2e8e0b1b075748cc","5ffc190dc7d7a6a228108710dce57db4",40,20200929172334,1,0,1,0.42857142857142855,1,1,1,0.2857142857142857,1
"938e0e501773765c2e8e0b1b075748cc","e29cecb5a51f304b4f9d4bac425d8769",70,20200929172711,1,1,0,1,0.42857142857142855,1,1,1,0.2857142857142857
"938e0e501773765c2e8e0b1b075748cc","9f1892ceb9c052ac7735db69c1b70146",20,20201006155814,0.5,1,1,0,1,0.42857142857142855,1,1,1
"938e0e501773765c2e8e0b1b075748cc","b29ffe1379200e51ab2ef1323cbf8169",20,20201006160343,0.5,0.5,1,1,0,1,0.42857142857142855,1,1
"938e0e501773765c2e8e0b1b075748cc","a382923b45f05827731b9f4cd7c72cb7",20,20201006160919,1,0.5,0.5,1,1,0,1,0.42857142857142855,1
"938e0e501773765c2e8e0b1b075748cc","649cd6f04f179bec142221d6b25b3dad",40,20201012202422,1,1,0.5,0.5,1,1,0,1,0.42857142857142855
"938e0e501773765c2e8e0b1b075748cc","71a2911b8c272bbe1cfed70eeac210e8",40,20201019205055,0.5714285714285714,1,1,0.5,0.5,1,1,0,1
"938e0e501773765c2e8e0b1b075748cc","b1380259a4054919ba62dbf0daf5c427",58.9,20201021154102,0.6219640971488912,0.5714285714285714,1,1,0.5,0.5,1,1,0
"938e0e501773765c2e8e0b1b075748cc","f27e04ac3c4d52d9aed16d9a75d2a667",20,20201103161447,0.5,0.6219640971488912,0.5714285714285714,1,1,0.5,0.5,1,1
"938e0e501773765c2e8e0b1b075748cc","89070a3dc0da858495256cedf15eef4c",30,20201103162217,1,0.5,0.6219640971488912,0.5714285714285714,1,1,0.5,0.5,1
